geometry,count
"{""type"":""Polygon"",""coordinates"":[[[116.291288,39.860138],[116.291351,39.85965],[116.291117,39.859595],[116.291153,39.859193],[116.292352,39.8592],[116.292352,39.859709],[116.291777,39.859681],[116.291737,39.860149]]]}",84
"{""type"":""Polygon"",""coordinates"":[[[116.360155,40.037076],[116.36015,40.036931],[116.3602,40.036644],[116.36024,40.036254],[116.360321,40.035926],[116.361713,40.036085],[116.361619,40.036776],[116.361543,40.037432]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.285762,39.947387],[116.285749,39.946257],[116.286934,39.946257],[116.286925,39.947387]]]}",79
"{""type"":""Polygon"",""coordinates"":[[[116.38471,39.971468],[116.38569,39.971537],[116.386247,39.971564],[116.386188,39.971188],[116.386175,39.970984],[116.385658,39.970963],[116.385025,39.970949],[116.384751,39.970935]]]}",51
"{""type"":""Polygon"",""coordinates"":[[[116.18819,39.865602],[116.188455,39.866678],[116.19066,39.86635],[116.190898,39.866322],[116.190359,39.865505],[116.189551,39.864851]]]}",85
"{""type"":""Polygon"",""coordinates"":[[[116.70376,39.913753],[116.700041,39.911837],[116.701011,39.910585],[116.705224,39.912598]]]}",57
"{""type"":""Polygon"",""coordinates"":[[[116.343886,40.094651],[116.344336,40.091995],[116.347349,40.092309],[116.350255,40.092343],[116.349986,40.095006],[116.347489,40.094872]]]}",34
"{""type"":""Polygon"",""coordinates"":[[[116.216986,40.21184],[116.217049,40.210476],[116.218549,40.210435],[116.218531,40.208844],[116.219852,40.208837],[116.219879,40.212122],[116.218675,40.21217],[116.218639,40.211902]]]}",56
"{""type"":""Polygon"",""coordinates"":[[[116.405264,39.871265],[116.405758,39.871276],[116.405776,39.870767],[116.405808,39.87002],[116.405826,39.869438],[116.40552,39.869445],[116.405345,39.869462]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.406735,39.959759],[116.40709,39.959776],[116.407418,39.959783],[116.407984,39.95979],[116.408419,39.9598],[116.408814,39.959811],[116.408913,39.959818],[116.408909,39.959648],[116.408895,39.959482],[116.408841,39.959441],[116.408832,39.959258],[116.408837,39.95886],[116.408895,39.958746],[116.408904,39.958259],[116.408909,39.957879],[116.408653,39.957889],[116.408284,39.957899],[116.407975,39.957892],[116.407692,39.957892],[116.407274,39.957889],[116.406892,39.957889],[116.406807,39.957882],[116.406766,39.958611],[116.406726,39.959379]]]}",26
"{""type"":""Polygon"",""coordinates"":[[[116.397563,39.880482],[116.39816,39.880485],[116.398753,39.880516],[116.399018,39.88052],[116.39904,39.880523],[116.399067,39.880212],[116.399094,39.879824],[116.399126,39.879433],[116.399135,39.879122],[116.399157,39.878765],[116.399157,39.878713],[116.398798,39.87871],[116.398245,39.878665],[116.397918,39.878647],[116.397689,39.878651],[116.397648,39.878644],[116.397621,39.878814],[116.397594,39.879322],[116.397522,39.880468]]]}",50
"{""type"":""Polygon"",""coordinates"":[[[116.114656,39.945012],[116.114602,39.943847],[116.115096,39.943574],[116.115262,39.943508],[116.115725,39.943218],[116.11608,39.942796],[116.117521,39.943418],[116.116102,39.945624]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.526326,39.828449],[116.526488,39.825464],[116.529206,39.825505],[116.529134,39.827867],[116.529129,39.82839]]]}",32
"{""type"":""Polygon"",""coordinates"":[[[116.380288,39.856662],[116.380216,39.853284],[116.382677,39.853332],[116.383081,39.856683]]]}",97
"{""type"":""Polygon"",""coordinates"":[[[116.293416,39.850296],[116.294225,39.848617],[116.297297,39.849701],[116.296502,39.851068],[116.294099,39.850552]]]}",19
"{""type"":""Polygon"",""coordinates"":[[[116.421622,39.874939],[116.421694,39.87325],[116.42517,39.873327],[116.424937,39.875022]]]}",69
"{""type"":""Polygon"",""coordinates"":[[[116.47576,39.999457],[116.475953,39.999294],[116.47691,39.998655],[116.477682,39.999381],[116.476604,40.000072]]]}",84
"{""type"":""Polygon"",""coordinates"":[[[116.456206,39.977311],[116.457976,39.975984],[116.45926,39.976136],[116.458101,39.977],[116.456808,39.97776]]]}",80
"{""type"":""Polygon"",""coordinates"":[[[116.48615,39.890005],[116.489492,39.890036],[116.489771,39.890036],[116.489932,39.889832],[116.489968,39.888022],[116.49004,39.886593],[116.489654,39.88651],[116.489375,39.886476],[116.487713,39.88649],[116.487588,39.886497],[116.487094,39.886483],[116.486698,39.88649],[116.486344,39.886483],[116.486029,39.886469],[116.486011,39.888154],[116.486164,39.888888]]]}",46
"{""type"":""Polygon"",""coordinates"":[[[116.531466,40.101928],[116.53258,40.09743],[116.535005,40.093898],[116.541204,40.095816],[116.537377,40.101804],[116.537233,40.104356],[116.532724,40.103625],[116.531987,40.103129]]]}",5
"{""type"":""Polygon"",""coordinates"":[[[116.361111,39.955925],[116.361982,39.955921],[116.36231,39.955921],[116.362409,39.955921],[116.362476,39.955603],[116.362544,39.955351],[116.362566,39.95525],[116.36258,39.955053],[116.362607,39.954787],[116.362593,39.95458],[116.362607,39.954556],[116.362337,39.954559],[116.361982,39.954563],[116.361569,39.954573],[116.361201,39.954566],[116.361052,39.95458],[116.361057,39.954957],[116.361043,39.955555],[116.36103,39.955679],[116.36103,39.95581],[116.36103,39.9559],[116.36103,39.9559]]]}",55
"{""type"":""Polygon"",""coordinates"":[[[116.202924,39.927067],[116.202937,39.923484],[116.205084,39.923121],[116.204927,39.924747],[116.204711,39.927036],[116.204711,39.927036]]]}",98
"{""type"":""Polygon"",""coordinates"":[[[116.305713,39.917919],[116.305735,39.916961],[116.306301,39.91695],[116.306278,39.917936]]]}",66
"{""type"":""Polygon"",""coordinates"":[[[116.35279,39.74174],[116.352956,39.739535],[116.353046,39.737624],[116.354219,39.737648],[116.354955,39.737659],[116.356936,39.737794],[116.356702,39.73916],[116.355485,39.739118],[116.354816,39.741861]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[116.227412,40.233752],[116.227106,40.233732],[116.226837,40.23369],[116.226298,40.232836],[116.227403,40.231845],[116.227699,40.231694],[116.230116,40.231838],[116.231023,40.231842],[116.231059,40.232182],[116.23184,40.23221],[116.231867,40.232816],[116.233296,40.232826],[116.233179,40.235019],[116.232766,40.235043],[116.23264,40.235109],[116.232501,40.236238],[116.232204,40.236372],[116.230147,40.236465],[116.22999,40.236441],[116.229918,40.236379],[116.229815,40.236258],[116.229743,40.236069],[116.229702,40.235887],[116.228867,40.2359],[116.229042,40.235005],[116.229604,40.234926],[116.229572,40.234878],[116.2295,40.234761],[116.229271,40.234396],[116.228863,40.234069],[116.228431,40.233859],[116.228126,40.233766]]]}",61
"{""type"":""Polygon"",""coordinates"":[[[116.15936,39.931835],[116.15936,39.931776],[116.16055,39.932385],[116.161012,39.931915],[116.161327,39.930836],[116.162468,39.930808],[116.162477,39.931987],[116.16103,39.932001],[116.160711,39.932502],[116.161156,39.932865],[116.161547,39.933218],[116.16227,39.933813],[116.162099,39.933854],[116.161466,39.93335],[116.160806,39.932872],[116.160361,39.932613],[116.159647,39.932174],[116.159458,39.932008]]]}",47
"{""type"":""Polygon"",""coordinates"":[[[116.259682,40.227339],[116.259826,40.225207],[116.259866,40.224326],[116.258869,40.224292],[116.259004,40.223393],[116.2601,40.223489],[116.260149,40.223345],[116.261478,40.223455],[116.26146,40.224502],[116.262134,40.224581],[116.262107,40.224846],[116.262857,40.224922],[116.26266,40.227531]]]}",80
"{""type"":""Polygon"",""coordinates"":[[[116.319167,39.855246],[116.319598,39.85447],[116.31985,39.854456],[116.319904,39.855322]]]}",82
"{""type"":""Polygon"",""coordinates"":[[[116.279453,39.871321],[116.279534,39.869715],[116.281587,39.869819],[116.281515,39.871328]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.48058,39.805086],[116.481361,39.803756],[116.484344,39.804892],[116.483679,39.806028],[116.483194,39.805987]]]}",50
"{""type"":""Polygon"",""coordinates"":[[[116.350467,40.092155],[116.350691,40.08984],[116.350777,40.089215],[116.356032,40.08945],[116.355965,40.09024],[116.355816,40.091178],[116.355664,40.092265],[116.355713,40.09242],[116.355506,40.092341]]]}",58
"{""type"":""Polygon"",""coordinates"":[[[116.862367,40.383578],[116.862538,40.382413],[116.864618,40.38243],[116.864878,40.382582],[116.864977,40.382671],[116.865026,40.384196]]]}",97
"{""type"":""Polygon"",""coordinates"":[[[116.471314,39.883856],[116.471866,39.883849],[116.473057,39.882884],[116.473708,39.882154],[116.473717,39.881918],[116.470824,39.881925],[116.470811,39.882309],[116.469841,39.882309],[116.469841,39.882354],[116.469643,39.882389],[116.46967,39.883268],[116.470029,39.883445],[116.471318,39.883445]]]}",18
"{""type"":""Polygon"",""coordinates"":[[[116.385704,39.905778],[116.385924,39.905809],[116.386207,39.905837],[116.386549,39.905864],[116.386733,39.905889],[116.386881,39.905899],[116.386886,39.905736],[116.386872,39.905574],[116.386868,39.905487],[116.386549,39.90546],[116.386266,39.905449],[116.385947,39.905418],[116.385776,39.905408],[116.385713,39.905404],[116.385686,39.905408],[116.385682,39.905778]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[116.576357,40.04925],[116.57306,40.046344],[116.575171,40.044549],[116.576312,40.043181],[116.578369,40.045467],[116.578747,40.049091]]]}",58
"{""type"":""Polygon"",""coordinates"":[[[116.204914,39.925899],[116.205039,39.92462],[116.20795,39.924578],[116.207626,39.92601]]]}",96
"{""type"":""Polygon"",""coordinates"":[[[116.315257,39.920381],[116.315082,39.919582],[116.315846,39.919506],[116.315989,39.920329]]]}",17
"{""type"":""Polygon"",""coordinates"":[[[115.982042,39.708547],[115.982002,39.70785],[115.983134,39.707794],[115.983219,39.708512]]]}",25
"{""type"":""Polygon"",""coordinates"":[[[116.386721,39.932162],[116.387713,39.932238],[116.387803,39.932235],[116.387794,39.932069],[116.388023,39.932069],[116.388046,39.932287],[116.388356,39.932287],[116.388338,39.931962],[116.388365,39.931661],[116.38836,39.931602],[116.38832,39.931557],[116.388257,39.931519],[116.388158,39.931505],[116.388082,39.931471],[116.388041,39.931419],[116.388037,39.931364],[116.388037,39.931353],[116.387974,39.931315],[116.387745,39.931294],[116.387417,39.931281],[116.38708,39.931242],[116.386811,39.931222],[116.386775,39.931229]]]}",82
"{""type"":""Polygon"",""coordinates"":[[[116.297267,40.048831],[116.297595,40.047453],[116.299603,40.047802],[116.299149,40.049141]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.474409,39.880224],[116.474409,39.878605],[116.474387,39.877103],[116.47573,39.877117],[116.478842,39.87713],[116.47882,39.879546],[116.478887,39.881809],[116.474427,39.881788]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.188466,39.914674],[116.188471,39.913847],[116.191103,39.913844],[116.191134,39.914885],[116.19095,39.914885],[116.190887,39.914632]]]}",96
"{""type"":""Polygon"",""coordinates"":[[[116.38586,39.962648],[116.385887,39.961929],[116.386749,39.961929],[116.386722,39.962274],[116.387243,39.962288],[116.387108,39.962599]]]}",36
"{""type"":""Polygon"",""coordinates"":[[[116.142607,39.732537],[116.142621,39.730057],[116.142639,39.729464],[116.146411,39.729534],[116.146299,39.732312],[116.146299,39.732599]]]}",7
"{""type"":""Polygon"",""coordinates"":[[[116.842533,40.39439],[116.842295,40.392023],[116.844896,40.392013],[116.844878,40.394427]]]}",35
"{""type"":""Polygon"",""coordinates"":[[[116.340889,39.798293],[116.340849,39.796312],[116.34313,39.796225],[116.343467,39.796239],[116.345246,39.796169],[116.345484,39.797982],[116.344217,39.798054],[116.343041,39.79812],[116.341859,39.798196]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.469399,40.019887],[116.473621,40.019887],[116.473756,40.017376],[116.469534,40.017369]]]}",19
"{""type"":""Polygon"",""coordinates"":[[[116.357543,40.008341],[116.356937,40.008306],[116.356968,40.007913],[116.359017,40.007999],[116.358981,40.009253],[116.358936,40.009457],[116.357485,40.009446]]]}",48
"{""type"":""Polygon"",""coordinates"":[[[116.117076,39.936672],[116.117822,39.935037],[116.119564,39.935486],[116.118936,39.93707],[116.117862,39.936866]]]}",45
"{""type"":""Polygon"",""coordinates"":[[[116.741791,39.851524],[116.742272,39.85159],[116.742762,39.851649],[116.74335,39.851756],[116.7441,39.851863],[116.744531,39.851922],[116.744612,39.851936],[116.744711,39.851344],[116.744823,39.850828],[116.744953,39.850112],[116.745129,39.849229],[116.745218,39.848755],[116.745227,39.84873],[116.745039,39.848564],[116.744828,39.848391],[116.744661,39.848249],[116.744486,39.848052],[116.744334,39.847882],[116.74423,39.847712],[116.744158,39.847543],[116.744091,39.847345],[116.74401,39.847023],[116.743992,39.846688],[116.743983,39.846134],[116.743974,39.846106],[116.743229,39.846106],[116.742555,39.846092],[116.741787,39.846106],[116.741688,39.846116],[116.741724,39.848941],[116.741715,39.850458],[116.741688,39.851216],[116.741684,39.851361],[116.741693,39.851417],[116.741719,39.851469]]]}",49
"{""type"":""Polygon"",""coordinates"":[[[116.412064,39.879938],[116.412364,39.879941],[116.412926,39.879948],[116.413276,39.879955],[116.414067,39.879979],[116.414574,39.879976],[116.41519,39.879983],[116.415652,39.880007],[116.41594,39.88],[116.416344,39.880007],[116.416353,39.879695],[116.416357,39.879384],[116.415589,39.87937],[116.4147,39.879342],[116.413932,39.879339],[116.413963,39.879609],[116.413519,39.879595],[116.412481,39.879592],[116.412113,39.879588]]]}",86
"{""type"":""Polygon"",""coordinates"":[[[116.688771,39.942206],[116.690262,39.942151],[116.690896,39.942106],[116.690873,39.941619],[116.690878,39.940533],[116.690864,39.939361],[116.690842,39.938552],[116.690842,39.93793],[116.691125,39.936142],[116.690878,39.93608],[116.690321,39.935983],[116.68949,39.935841],[116.688088,39.935651],[116.687707,39.935637],[116.687716,39.938099],[116.687693,39.938929],[116.687886,39.94017],[116.688084,39.941767]]]}",69
"{""type"":""Polygon"",""coordinates"":[[[116.436976,40.002235],[116.440129,40.002176],[116.440102,40.001316],[116.439244,40.001303],[116.439244,39.999655],[116.436936,39.999707]]]}",33
"{""type"":""Polygon"",""coordinates"":[[[116.422648,40.053399],[116.424157,40.051535],[116.425846,40.050741],[116.428164,40.053751],[116.425658,40.054759]]]}",94
"{""type"":""Polygon"",""coordinates"":[[[116.438316,39.942525],[116.438563,39.942531],[116.438797,39.942552],[116.439093,39.942556],[116.439403,39.942566],[116.439636,39.942573],[116.439695,39.942559],[116.439731,39.942566],[116.439744,39.942566],[116.43974,39.942348],[116.439744,39.942092],[116.439717,39.941881],[116.439641,39.941802],[116.439511,39.941747],[116.439421,39.941684],[116.439327,39.941681],[116.439017,39.941678],[116.438877,39.94166],[116.438572,39.941664],[116.438455,39.941643],[116.438379,39.941633],[116.438343,39.942096]]]}",16
"{""type"":""Polygon"",""coordinates"":[[[116.344009,40.039654],[116.344745,40.039633],[116.345823,40.039785],[116.346856,40.039847],[116.34647,40.039419],[116.34665,40.038715],[116.346515,40.038093],[116.345473,40.038086],[116.344575,40.038521],[116.343973,40.038577]]]}",79
"{""type"":""Polygon"",""coordinates"":[[[116.401499,39.869281],[116.402425,39.869271],[116.402429,39.868932],[116.402425,39.86861],[116.402429,39.868406],[116.402447,39.868091],[116.402429,39.867876],[116.402416,39.867437],[116.402456,39.867087],[116.402465,39.866904],[116.402488,39.866765],[116.402488,39.866713],[116.402223,39.86671],[116.402088,39.866717],[116.401976,39.866724],[116.401962,39.866893],[116.401944,39.867205],[116.401886,39.867738],[116.4018,39.867987],[116.401697,39.868212],[116.401594,39.868347],[116.401544,39.868444]]]}",5
"{""type"":""Polygon"",""coordinates"":[[[116.308653,39.863918],[116.308752,39.862402],[116.307207,39.862305],[116.307458,39.860456],[116.309031,39.860484],[116.308968,39.861211],[116.310674,39.861391],[116.310468,39.863952]]]}",2
"{""type"":""Polygon"",""coordinates"":[[[116.474505,39.951145],[116.475434,39.951176],[116.475533,39.950028],[116.475636,39.948912],[116.474689,39.948846],[116.474514,39.949161],[116.474379,39.949347],[116.474159,39.949672],[116.474868,39.94989],[116.474671,39.950595]]]}",74
"{""type"":""Polygon"",""coordinates"":[[[116.129438,39.745634],[116.130139,39.744926],[116.131621,39.743435],[116.133054,39.744333],[116.134864,39.745488],[116.135609,39.745949],[116.134168,39.747461],[116.133274,39.748404],[116.13229,39.747728],[116.130965,39.746813],[116.130458,39.746421],[116.129959,39.746078]]]}",12
"{""type"":""Polygon"",""coordinates"":[[[116.205326,39.918182],[116.205339,39.918846],[116.205326,39.91924],[116.205268,39.919586],[116.201099,39.919645],[116.200834,39.919659],[116.200852,39.917947],[116.200852,39.916874],[116.201957,39.916871],[116.202613,39.916857],[116.203408,39.91684],[116.203763,39.916822],[116.203853,39.916791],[116.203817,39.918206],[116.20414,39.918189],[116.205313,39.918189]]]}",82
"{""type"":""Polygon"",""coordinates"":[[[116.834251,40.372307],[116.834251,40.371026],[116.836537,40.371242],[116.836398,40.372349]]]}",90
"{""type"":""Polygon"",""coordinates"":[[[116.261439,40.082489],[116.26262,40.080084],[116.264664,40.080709],[116.264291,40.081489],[116.265558,40.081861],[116.264709,40.083507]]]}",43
"{""type"":""Polygon"",""coordinates"":[[[116.294132,40.040125],[116.29419,40.039949],[116.294276,40.039379],[116.29433,40.03893],[116.295646,40.038985],[116.295587,40.040114],[116.295057,40.040128]]]}",30
"{""type"":""Polygon"",""coordinates"":[[[116.484871,39.926334],[116.485832,39.926369],[116.486057,39.926438],[116.488563,39.926479],[116.488473,39.922571],[116.488356,39.922226],[116.488401,39.921437],[116.484601,39.921534]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.44074,39.823277],[116.441575,39.821383],[116.44388,39.822072],[116.443017,39.824084]]]}",66
"{""type"":""Polygon"",""coordinates"":[[[116.269102,39.93141],[116.269124,39.931092],[116.269793,39.931095],[116.269811,39.930708],[116.270997,39.930722],[116.271064,39.932005],[116.270678,39.931991],[116.270696,39.931448]]]}",97
"{""type"":""Polygon"",""coordinates"":[[[116.512392,39.94111],[116.513798,39.941187],[116.51378,39.940215],[116.512567,39.940132]]]}",76
"{""type"":""Polygon"",""coordinates"":[[[116.473644,39.898749],[116.473626,39.897275],[116.475625,39.897327],[116.479101,39.897337],[116.47911,39.898842]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.528505,40.087412],[116.528487,40.07985],[116.534038,40.079767],[116.533517,40.081002],[116.532556,40.081016],[116.532098,40.084583],[116.533131,40.084563],[116.533095,40.087274]]]}",72
"{""type"":""Polygon"",""coordinates"":[[[116.400978,39.9817],[116.402532,39.981499],[116.404751,39.981562],[116.404822,39.980283],[116.40343,39.980228],[116.404535,39.97897],[116.402981,39.97821],[116.401157,39.978141]]]}",52
"{""type"":""Polygon"",""coordinates"":[[[116.289262,39.8478],[116.289505,39.847056],[116.289859,39.846575],[116.289963,39.846367],[116.29144,39.846689],[116.291782,39.846769],[116.292204,39.84689],[116.292249,39.84689],[116.291984,39.84771],[116.289814,39.847309],[116.289554,39.847863]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.271958,39.900132],[116.272039,39.898991],[116.273476,39.898973],[116.273476,39.900163]]]}",26
"{""type"":""Polygon"",""coordinates"":[[[116.840029,40.160726],[116.840398,40.159168],[116.846367,40.159564],[116.845769,40.161408]]]}",61
"{""type"":""Polygon"",""coordinates"":[[[116.508837,39.808827],[116.50978,39.807632],[116.511056,39.808155],[116.510036,39.809406]]]}",88
"{""type"":""Polygon"",""coordinates"":[[[115.982048,39.685253],[115.982008,39.684736],[115.98252,39.684677],[115.982574,39.684774],[115.982807,39.685003],[115.982866,39.685114],[115.982866,39.685253]]]}",75
"{""type"":""Polygon"",""coordinates"":[[[116.293072,39.838597],[116.293854,39.837129],[116.294932,39.837437],[116.293988,39.838773]]]}",38
"{""type"":""Polygon"",""coordinates"":[[[116.448843,39.931142],[116.448331,39.931142],[116.447289,39.931218],[116.447127,39.931114],[116.445959,39.93117],[116.444217,39.93117],[116.444118,39.932802],[116.446256,39.93274],[116.446283,39.932428],[116.447361,39.93229],[116.447406,39.932733],[116.449014,39.932684]]]}",67
"{""type"":""Polygon"",""coordinates"":[[[116.225364,40.235189],[116.225975,40.233647],[116.22748,40.23405],[116.227179,40.234587],[116.226887,40.234484],[116.226559,40.235117],[116.226164,40.234993],[116.225952,40.235365]]]}",70
"{""type"":""Polygon"",""coordinates"":[[[116.24013,40.229706],[116.240157,40.229086],[116.241109,40.229038],[116.241419,40.229021],[116.241536,40.229031],[116.241576,40.229055],[116.241585,40.229117],[116.24154,40.22974]]]}",32
"{""type"":""Polygon"",""coordinates"":[[[116.347882,39.900218],[116.347977,39.90027],[116.348183,39.900228],[116.348318,39.900124],[116.348426,39.899938],[116.348462,39.899768],[116.348435,39.899664],[116.348219,39.899612],[116.347981,39.899616],[116.347819,39.899623],[116.347716,39.899685],[116.347689,39.89974],[116.34768,39.899868],[116.347712,39.900003],[116.347734,39.900079]]]}",33
"{""type"":""Polygon"",""coordinates"":[[[116.342905,39.983872],[116.342954,39.983291],[116.344522,39.983322],[116.344549,39.98391]]]}",15
"{""type"":""Polygon"",""coordinates"":[[[116.1108,39.933038],[116.111523,39.931672],[116.113787,39.932191],[116.113527,39.932723],[116.11407,39.9329],[116.113145,39.933695],[116.112597,39.93364]]]}",14
"{""type"":""Polygon"",""coordinates"":[[[116.018917,39.713414],[116.018872,39.711398],[116.018845,39.710101],[116.019604,39.710357],[116.019618,39.711866],[116.019645,39.71342]]]}",92
"{""type"":""Polygon"",""coordinates"":[[[116.2406,40.222642],[116.240627,40.222539],[116.241193,40.222532],[116.241121,40.222649]]]}",47
"{""type"":""Polygon"",""coordinates"":[[[116.210627,39.902194],[116.210636,39.900368],[116.210694,39.898327],[116.210753,39.896514],[116.21078,39.895462],[116.21109,39.895545],[116.211835,39.895874],[116.212486,39.896213],[116.213326,39.896694],[116.213659,39.896894],[116.21449,39.897524],[116.214566,39.897635],[116.214373,39.89786],[116.214503,39.898036],[116.214566,39.898112],[116.214862,39.898697],[116.215096,39.899309],[116.215244,39.899524],[116.21546,39.899735],[116.215788,39.899991],[116.216071,39.900126],[116.216327,39.900264],[116.216506,39.900368],[116.216767,39.900572],[116.216987,39.900856],[116.21714,39.901229],[116.217221,39.902101],[116.214472,39.902142]]]}",98
"{""type"":""Polygon"",""coordinates"":[[[116.438587,39.927933],[116.439723,39.927936],[116.440411,39.927943],[116.440833,39.92795],[116.440842,39.927711],[116.440873,39.927071],[116.4409,39.926733],[116.440954,39.925512],[116.440963,39.925207],[116.440433,39.925201],[116.440159,39.925197],[116.439333,39.925211],[116.439045,39.925207],[116.438722,39.925207],[116.43865,39.926311],[116.438623,39.926802]]]}",78
"{""type"":""Polygon"",""coordinates"":[[[116.340128,39.728273],[116.339454,39.725987],[116.339409,39.725824],[116.340254,39.725058],[116.340402,39.724957],[116.340932,39.724791],[116.34139,39.725023],[116.341777,39.726216],[116.343052,39.726022],[116.343205,39.726681],[116.344642,39.726535],[116.345118,39.727975]]]}",1
"{""type"":""Polygon"",""coordinates"":[[[116.335524,39.914672],[116.335533,39.914368],[116.33552,39.913973],[116.335515,39.913534],[116.335506,39.913437],[116.336629,39.913423],[116.337545,39.913409],[116.338358,39.913409],[116.338376,39.913804],[116.338367,39.914558],[116.338354,39.914786],[116.337797,39.914786],[116.337357,39.914776],[116.337235,39.914748],[116.337078,39.914686],[116.336984,39.914662],[116.336674,39.914655],[116.336005,39.914672]]]}",65
"{""type"":""Polygon"",""coordinates"":[[[116.393467,39.843697],[116.393544,39.841724],[116.394217,39.841544],[116.396575,39.84162],[116.396773,39.841658],[116.396935,39.84188],[116.396908,39.843763]]]}",54
"{""type"":""Polygon"",""coordinates"":[[[115.928943,39.72233],[115.929046,39.721446],[115.929684,39.720561],[115.929994,39.72028],[115.931166,39.72028],[115.931099,39.722445]]]}",16
"{""type"":""Polygon"",""coordinates"":[[[116.338833,39.942379],[116.338838,39.941916],[116.339637,39.941944],[116.339637,39.942376]]]}",37
"{""type"":""Polygon"",""coordinates"":[[[116.352967,39.899745],[116.353501,39.899738],[116.353784,39.899721],[116.354238,39.899738],[116.354606,39.899752],[116.354849,39.899748],[116.354867,39.899748],[116.354862,39.899371],[116.35488,39.8986],[116.354893,39.898236],[116.354934,39.897807],[116.354952,39.897745],[116.354804,39.897762],[116.354655,39.897756],[116.354503,39.897759],[116.354292,39.897762],[116.353919,39.897745],[116.353744,39.897745],[116.353663,39.897745],[116.353568,39.897745],[116.353429,39.897742],[116.353344,39.897738],[116.353312,39.897738],[116.353321,39.89787],[116.353268,39.897984],[116.3532,39.898046],[116.353056,39.898074],[116.35294,39.898067],[116.352769,39.89806],[116.352675,39.898057],[116.352652,39.898562],[116.352639,39.899091],[116.352612,39.89961],[116.352711,39.899631],[116.352782,39.899683],[116.352787,39.89971],[116.352922,39.899738]]]}",3
"{""type"":""Polygon"",""coordinates"":[[[116.368065,39.960235],[116.365666,39.960111],[116.365693,39.959634],[116.365325,39.95962],[116.365298,39.959122],[116.365675,39.959101],[116.365594,39.95812],[116.36731,39.958175],[116.367193,39.958362],[116.367067,39.959067],[116.367067,39.959502],[116.368127,39.959544]]]}",86
"{""type"":""Polygon"",""coordinates"":[[[116.302429,40.035046],[116.302505,40.034587],[116.299092,40.034038],[116.298952,40.034925],[116.298881,40.035585],[116.298755,40.036323],[116.298714,40.036731],[116.298696,40.03691],[116.298723,40.03749],[116.29933,40.037515],[116.300731,40.037525],[116.301544,40.037518],[116.301818,40.037515],[116.30189,40.037446],[116.302056,40.03679],[116.302213,40.036182]]]}",90
"{""type"":""Polygon"",""coordinates"":[[[116.355559,39.944824],[116.356287,39.944942],[116.356916,39.945059],[116.357006,39.94508],[116.357226,39.945121],[116.357244,39.944793],[116.357257,39.944461],[116.357257,39.944423],[116.357167,39.944305],[116.357024,39.944254],[116.356898,39.94434],[116.356768,39.944413],[116.356709,39.94444],[116.356458,39.944381],[116.356345,39.944343],[116.356035,39.944309],[116.355824,39.944281],[116.355622,39.944247],[116.355586,39.944247],[116.355465,39.944426],[116.355389,39.944679],[116.355353,39.944793]]]}",80
"{""type"":""Polygon"",""coordinates"":[[[116.361133,40.045613],[116.361335,40.043953],[116.362139,40.044025],[116.361888,40.045689]]]}",2
"{""type"":""Polygon"",""coordinates"":[[[115.991012,39.701428],[115.991039,39.699985],[115.991622,39.699998],[115.991874,39.69995],[115.991986,39.700332],[115.992004,39.700408],[115.991991,39.701268]]]}",29
"{""type"":""Polygon"",""coordinates"":[[[116.633666,40.329417],[116.633887,40.327963],[116.636173,40.328176],[116.636204,40.328392],[116.635786,40.328382],[116.635782,40.329362],[116.634641,40.329307],[116.634614,40.32951]]]}",99
"{""type"":""Polygon"",""coordinates"":[[[116.646779,40.143772],[116.646388,40.143445],[116.646316,40.14319],[116.646357,40.142934],[116.646608,40.142759],[116.646959,40.142759],[116.647511,40.142924],[116.647731,40.143007],[116.647745,40.143658],[116.647305,40.143896]]]}",10
"{""type"":""Polygon"",""coordinates"":[[[116.294208,39.848546],[116.294896,39.847445],[116.296405,39.847691],[116.296234,39.848089],[116.296382,39.848664],[116.296045,39.849214],[116.294199,39.848567]]]}",51
"{""type"":""Polygon"",""coordinates"":[[[116.308877,40.160174],[116.30894,40.159926],[116.308715,40.15986],[116.309582,40.15862],[116.308571,40.158575],[116.309043,40.15812],[116.309151,40.15801],[116.309245,40.157906],[116.309277,40.157841],[116.310031,40.156848],[116.31084,40.156834],[116.31066,40.158513],[116.310489,40.160139]]]}",47
"{""type"":""Polygon"",""coordinates"":[[[116.477159,39.91302],[116.478884,39.913027],[116.478884,39.910882],[116.477083,39.910813]]]}",53
"{""type"":""Polygon"",""coordinates"":[[[116.180215,39.780953],[116.179289,39.779851],[116.178405,39.778804],[116.177937,39.77826],[116.177776,39.778014],[116.17933,39.777373],[116.181342,39.77652],[116.184369,39.775304],[116.185649,39.777141],[116.186337,39.778184]]]}",4
