lng,lat,count
11976750,3049750,1
11599250,3559750,3
11592850,3582850,3
11605650,3555450,27
11804150,3473350,1
11593050,3582350,1
11401050,3267850,1
11612350,3560450,1
11753150,3548750,1
11580350,3564850,1
11612450,3560850,1
11465350,3484150,1
11606450,3554850,1
11670550,3609950,1
11785750,3798650,1
11625850,3282450,1
11734650,3631250,1
9136250,5573950,2
11581150,3569250,1
11549350,3431550,1
11869350,3350750,1
11434150,2861150,1
11606950,3549750,2
11606950,3551450,63
13091750,4723850,1
11600650,3554750,31
11607050,3556950,25
11588050,3553150,2
13533650,3630550,1
11568850,3581850,1
11594550,3543350,1
11588250,3571950,2
11607750,3596250,1
11722950,3537750,1
11569450,3555050,1
11582250,3554550,1
11467050,3484650,1
11575950,3565850,1
11595150,3575750,1
11646350,3504350,1
12593550,2649850,1
11972850,3056450,1
11505650,3475550,1
11780950,3234550,1
11582550,3548950,1
11601950,3552650,1
11576450,3564950,1
11403650,2849150,1
11595750,3546350,1
11595750,3553050,1
11659750,3670950,1
11576750,3564250,1
11595950,3586950,1
11973650,3055050,1
11608850,3555950,46
11621750,3577950,1
12671350,2615150,1
11602650,3516350,1
11609150,3556550,15
11583650,3560550,2
11564650,3588150,1
11641550,3301250,1
11647950,3326150,2
11596850,3552150,2
11852950,3426550,1
11584250,3550350,1
11827450,3847150,1
11577850,3568650,1
11872250,3447750,1
11597150,3561550,1
12198750,2057150,1
11584450,3571250,1
11597350,3579350,1
11789350,3489650,1
11571850,3301250,1
11975050,3052450,1
11578450,3552450,3
11604050,3560950,2
11572150,3566050,1
11584950,3566150,2
11700150,3658750,1
11328950,4363050,2
11540150,3563350,1
11597850,3566650,1
11629850,3592350,1
11585150,3582450,1
11604350,3556650,146
11578850,3545150,1
11591650,3555650,2
11969450,3012150,2
12852750,4410750,1
11611250,3557750,3
11579250,3565150,1
11700950,3618750,1
11579450,3571350,2
11771450,3510350,1
11592350,3566950,1
11586150,3564850,2
11598950,3557250,3
11598950,3558250,1
11611750,3557750,6
11490150,3501150,1
11579750,3555950,1
11976550,3049450,1
11573450,3568950,1
11586250,3573750,1
11599150,3556350,8
11823150,3844650,1
11887150,3720650,1
11599250,3551850,8
11746450,3633150,1
11407350,2850950,1
11420150,2853450,1
11586650,3565650,2
11586650,3559950,1
11605950,3555650,19
11586850,3571850,1
11618950,3577450,1
11574250,3562350,1
11574450,3556050,1
11600150,3548450,2
12316950,2456050,1
11613050,3552050,1
11587550,3564450,2
11504350,3504450,1
11606750,3563050,1
13104350,4726550,1
11606950,3553950,16
11600650,3556550,8
11607150,3558750,1
11594450,3560850,1
12669650,2581150,1
12151450,4036450,1
11581950,3585450,1
11601350,3561050,1
11614150,3567350,1
11690950,3657150,1
12529350,3374650,1
11582250,3570650,1
11614350,3564750,1
11857650,3414550,1
12856150,4677550,1
11608150,3553850,45
11448250,3446650,1
11608250,3553450,101
13598850,4872850,1
11870950,3540950,1
11922150,3376850,1
11410150,2851350,1
11582950,3553150,1
13016550,4717450,1
11563950,3570250,1
11608750,3571050,1
11602450,3554550,1
11583250,3552850,1
12959350,4830850,1
11583350,3551050,1
12767450,4593150,1
11647450,3324250,1
11660250,3478450,1
11500350,3503650,1
11602750,3549850,19
11602750,3543550,3
11481250,3493250,1
11570850,3579450,1
11596450,3554950,21
11794950,3706750,1
11878150,3051250,1
11609450,3555250,14
11551950,3427450,2
11596750,3562050,1
11609550,3554650,64
11775950,3506350,1
11788750,3490750,1
11801550,3475450,1
11584150,3568250,1
11904150,3524250,1
11968150,3633350,1
11597050,3566750,1
12301050,2458850,1
11609950,3563850,1
11603550,3548650,3
11603550,3568950,1
11872350,3039350,1
11610050,3558950,1
11488550,3499950,1
11699850,3424050,1
11578250,3571750,2
13267850,4040250,1
11610350,3557150,1
11584850,3566750,2
11815350,3837050,1
11604150,3552050,1
11585050,3564150,1
11706650,3623650,1
11585150,3514950,1
11598050,3585850,1
11610850,3558250,1
11745250,3632850,1
11591750,3566550,1
11604550,3612150,1
