from,to,count
绥化市,辽源市,31
齐齐哈尔市,武汉市,31
恩施土家族苗族自治州,池州市,31
随州市,江门市,31
阳泉市,呼和浩特市,31
菏泽市,中山市,31
泰安市,鞍山市,31
泰安市,葫芦岛市,31
葫芦岛市,佳木斯市,31
济南市,舟山市,31
湘西土家族苗族自治州,红河哈尼族彝族自治州,31
资阳市,石家庄市,31
巴中市,乌鲁木齐市,31
承德市,忻州市,31
亳州市,贵阳市,31
梅州市,昆明市,31
忻州市,长春市,31
遂宁市,哈密地区,31
淮南市,舟山市,31
荆门市,连云港市,31
三门峡市,湖州市,31
天水市,铜川市,31
临夏回族自治州,上海市,31
渭南市,清远市,31
宿州市,株洲市,31
遂宁市,绍兴市,31
湘潭市,河源市,31
张家界市,丽水市,31
张家口市,昆明市,31
巢湖市,珠海市,31
荆门市,池州市,31
开封市,定西市,31
宝鸡市,巢湖市,31
定西市,嘉兴市,31
张掖市,天津市,31
凉山彝族自治州,中山市,31
乐山市,红河哈尼族彝族自治州,31
铁岭市,威海市,31
伊春市,盘锦市,31
汉中市,沈阳市,31
漯河市,金华市,31
昭通市,南京市,31
安康市,肇庆市,31
广安市,河源市,31
绵阳市,滁州市,31
巴中市,黔西南布依族苗族自治州,31
三门峡市,昌吉回族自治州,31
三门峡市,巢湖市,31
百色市,潮州市,31
黔西南布依族苗族自治州,漳州市,31
孝感市,肇庆市,31
周口市,赤峰市,31
商洛市,嘉兴市,31
驻马店市,马鞍山市,31
淮北市,鄂尔多斯市,31
鹰潭市,中山市,31
遂宁市,贺州市,31
遂宁市,珠海市,31
鹤壁市,淮安市,31
温州市,南充市,30
温州市,平顶山市,30
湖州市,驻马店市,30
厦门市,毕节地区,30
昆明市,宜春市,30
宁波市,岳阳市,30
苏州市,长治市,30
苏州市,内江市,30
常州市,恩施土家族苗族自治州,30
嘉兴市,襄樊市,30
金华市,郴州市,30
佛山市,安庆市,30
泉州市,文山壮族苗族自治州,30
太原市,驻马店市,30
惠州市,商丘市,30
厦门市,泰安市,30
成都市,莆田市,30
惠州市,十堰市,30
江门市,襄樊市,30
肇庆市,娄底市,30
吕梁市,安阳市,30
威海市,南阳市,30
合肥市,沧州市,30
成都市,阜阳市,30
青岛市,松原市,30
西安市,邵阳市,30
揭阳市,上饶市,30
烟台市,亳州市,30
青岛市,伊春市,30
青岛市,四平市,30
武汉市,衡水市,30
廊坊市,汉中市,30
福州市,益阳市,30
厦门市,荆门市,30
昆明市,贵港市,30
成都市,咸宁市,30
乌鲁木齐市,石家庄市,30
清远市,驻马店市,30
丽水市,宿州市,30
南宁市,咸宁市,30
青岛市,绵阳市,30
肇庆市,吉安市,30
广州市,宣城市,30
廊坊市,南昌市,30
宁德市,景德镇市,30
泰州市,开封市,30
深圳市,鞍山市,30
西安市,吉安市,30
百色市,福州市,30
济南市,吉林市,30
武汉市,遵义市,30
丽江市,自贡市,30
惠州市,南平市,30
清远市,抚州市,30
吐鲁番地区,兰州市,30
沧州市,齐齐哈尔市,30
盐城市,驻马店市,30
巴音郭楞蒙古自治州,郑州市,30
鄂尔多斯市,运城市,30
昌吉回族自治州,张掖市,30
湖州市,宁德市,30
济南市,金华市,30
哈密地区,郑州市,30
北京市,固原市,30
无锡市,唐山市,30
酒泉市,咸阳市,30
台州市,张家界市,30
韶关市,铜仁地区,30
银川市,汉中市,30
黔东南苗族侗族自治州,宜昌市,30
肇庆市,湘潭市,30
郑州市,榆林市,30
东莞市,嘉兴市,30
南京市,惠州市,30
南通市,南平市,30
天津市,鹤岗市,30
海口市,郴州市,30
长春市,邢台市,30
天津市,延安市,30
南京市,湛江市,30
保定市,三门峡市,30
龙岩市,黄冈市,30
赣州市,随州市,30
晋城市,驻马店市,30
太原市,盐城市,30
珠海市,龙岩市,30
西安市,吉林市,30
湛江市,孝感市,30
安顺市,天津市,30
常州市,三亚市,30
郑州市,大理白族自治州,30
遵义市,抚州市,30
北京市,阳江市,30
北京市,河池市,30
无锡市,东莞市,30
景德镇市,株洲市,30
呼伦贝尔市,锦州市,30
晋中市,海南省直辖县级行政单位,30
青岛市,湖州市,30
沈阳市,佛山市,30
南阳市,海南省直辖县级行政单位,30
柳州市,三亚市,30
张掖市,平凉市,30
成都市,新疆维吾尔自治区直辖县级行政单位,30
焦作市,淄博市,30
黔南布依族苗族自治州,眉山市,30
绍兴市,海南省直辖县级行政单位,30
濮阳市,湖北省直辖县级行政单位,30
宣城市,宜昌市,30
南通市,长春市,30
咸阳市,濮阳市,30
吉安市,菏泽市,30
甘南藏族自治州,白银市,30
包头市,承德市,30
沧州市,台州市,30
北京市,塔城地区,30
芜湖市,济宁市,30
萍乡市,安庆市,30
郑州市,鄂尔多斯市,30
南昌市,绵阳市,30
海南省直辖县级行政单位,开封市,30
泉州市,茂名市,30
连云港市,渭南市,30
海南省直辖县级行政单位,许昌市,30
德宏傣族景颇族自治州,普洱市,30
铜陵市,南昌市,30
潍坊市,荆州市,30
淮北市,南阳市,30
甘南藏族自治州,海东地区,30
芜湖市,宜昌市,30
烟台市,宜昌市,30
黄石市,娄底市,30
岳阳市,徐州市,30
三亚市,昌吉回族自治州,30
长春市,东营市,30
淄博市,镇江市,30
扬州市,东莞市,30
岳阳市,广安市,30
韶关市,宜昌市,30
运城市,福州市,30
丽水市,鹰潭市,30
潍坊市,吕梁市,30
杭州市,延边朝鲜族自治州,30
南通市,安顺市,30
六盘水市,南昌市,30
六盘水市,襄樊市,30
德阳市,三亚市,30
肇庆市,昆明市,30
吴忠市,包头市,30
黄山市,驻马店市,30
信阳市,铜仁地区,30
锦州市,呼伦贝尔市,30
襄樊市,遂宁市,30
赣州市,毕节地区,30
辽阳市,成都市,30
贺州市,汕头市,30
绵阳市,海口市,30
百色市,毕节地区,30
日照市,重庆市,30
淮北市,洛阳市,30
南通市,南宁市,30
芜湖市,吉安市,30
阜阳市,鹤壁市,30
沈阳市,珠海市,30
丽水市,天津市,30
鹰潭市,莆田市,30
十堰市,绍兴市,30
天水市,运城市,30
宁德市,衡阳市,30
长沙市,澳门特别行政区,30
茂名市,娄底市,30
邢台市,海口市,30
安顺市,恩施土家族苗族自治州,30
绵阳市,六盘水市,30
娄底市,三明市,30
龙岩市,衡阳市,30
吉林市,重庆市,30
齐齐哈尔市,西安市,30
孝感市,盐城市,30
宜春市,淮安市,30
临沂市,常德市,30
荆州市,资阳市,30
南平市,滁州市,30
阜新市,白城市,30
四平市,临沂市,30
昭通市,西安市,30
徐州市,随州市,30
郑州市,保山市,30
遵义市,汉中市,30
滁州市,德州市,30
中卫市,成都市,30
枣庄市,九江市,30
南昌市,肇庆市,30
徐州市,盘锦市,30
海南省直辖县级行政单位,肇庆市,30
安顺市,永州市,30
东营市,合肥市,30
鄂州市,福州市,30
泰安市,金华市,30
徐州市,株洲市,30
柳州市,揭阳市,30
巢湖市,开封市,30
固原市,乌海市,30
衡水市,三亚市,30
桂林市,渭南市,30
鄂州市,泉州市,30
德阳市,泉州市,30
临汾市,连云港市,30
咸阳市,湖北省直辖县级行政单位,30
潍坊市,乌鲁木齐市,30
唐山市,常德市,30
焦作市,宜昌市,30
商丘市,马鞍山市,30
雅安市,河源市,30
大庆市,丹东市,30
双鸭山市,烟台市,30
泰安市,鹤壁市,30
鞍山市,临沂市,30
邢台市,乌兰察布市,30
抚州市,宿州市,30
平顶山市,三明市,30
衡水市,焦作市,30
文山壮族苗族自治州,台州市,30
南平市,巢湖市,30
上饶市,三亚市,30
黄石市,萍乡市,30
湘西土家族苗族自治州,黔西南布依族苗族自治州,30
张家口市,阳泉市,30
漳州市,南通市,30
娄底市,黄石市,30
焦作市,桂林市,30
开封市,吕梁市,30
锦州市,太原市,30
南昌市,大理白族自治州,30
许昌市,海口市,30
沧州市,海口市,30
眉山市,长沙市,30
哈尔滨市,鄂尔多斯市,30
怀化市,徐州市,30
阳泉市,张家口市,30
石嘴山市,呼和浩特市,30
安阳市,乌鲁木齐市,30
资阳市,太原市,30
毕节地区,安庆市,30
宝鸡市,扬州市,30
新余市,成都市,30
德州市,襄樊市,30
泸州市,衡阳市,30
吕梁市,合肥市,30
周口市,大同市,30
柳州市,无锡市,30
濮阳市,延安市,30
厦门市,大庆市,30
许昌市,汉中市,30
商丘市,广元市,30
伊犁哈萨克自治州,南京市,30
松原市,南京市,30
白城市,呼和浩特市,30
鸡西市,黑河市,30
恩施土家族苗族自治州,石家庄市,30
玉林市,湘潭市,30
运城市,长春市,30
吴忠市,上海市,30
张家界市,石家庄市,30
驻马店市,铜仁地区,30
安阳市,兰州市,30
娄底市,阜阳市,30
岳阳市,宁德市,30
平顶山市,沈阳市,30
商丘市,益阳市,30
新乡市,威海市,30
攀枝花市,西双版纳傣族自治州,30
德州市,兰州市,30
湖北省直辖县级行政单位,滁州市,30
黔西南布依族苗族自治州,衢州市,30
铜陵市,温州市,30
南阳市,曲靖市,30
南阳市,景德镇市,30
海南省直辖县级行政单位,佳木斯市,30
朝阳市,成都市,30
鹰潭市,宣城市,30
湘西土家族苗族自治州,鹰潭市,30
陇南市,运城市,30
广安市,合肥市,30
铜仁地区,三亚市,30
辽源市,绥化市,30
宝鸡市,荆门市,30
锦州市,辽源市,30
定西市,伊犁哈萨克自治州,30
阜新市,西安市,30
昭通市,郑州市,30
烟台市,珠海市,30
上海市,拉萨市,30
商洛市,焦作市,30
宜昌市,汉中市,30
驻马店市,遵义市,30
遵义市,湖州市,30
陇南市,武汉市,30
绵阳市,延安市,30
本溪市,烟台市,30
淮安市,鹰潭市,30
铁岭市,德州市,30
随州市,南宁市,30
宿州市,长治市,30
宿州市,常德市,30
平凉市,三门峡市,30
泰安市,襄樊市,30
孝感市,宿迁市,30
池州市,荆州市,30
丽水市,漳州市,30
晋城市,无锡市,30
郴州市,毕节地区,30
黄冈市,三亚市,30
三明市,舟山市,30
淮南市,珠海市,30
荆门市,运城市,30
平顶山市,永州市,30
宜宾市,永州市,30
辽源市,赤峰市,30
乌兰察布市,大连市,30
新乡市,随州市,30
塔城地区,和田地区,30
德阳市,西双版纳傣族自治州,30
达州市,宁德市,30
萍乡市,宁德市,30
金昌市,昌吉回族自治州,30
遂宁市,柳州市,30
遂宁市,普洱市,30
广元市,榆林市,30
运城市,郴州市,30
池州市,济宁市,30
巴中市,常德市,30
宁德市,海口市,30
安庆市,商洛市,30
自贡市,兰州市,30
兴安盟,青岛市,30
铁岭市,武汉市,30
鸡西市,葫芦岛市,30
佳木斯市,丹东市,30
平凉市,信阳市,30
连云港市,景德镇市,30
孝感市,资阳市,30
南阳市,喀什地区,30
南充市,湛江市,30
三明市,湖州市,30
巢湖市,南宁市,30
曲靖市,衢州市,30
朔州市,杭州市,30
榆林市,酒泉市,30
本溪市,南京市,30
娄底市,南通市,30
亳州市,天水市,30
襄樊市,景德镇市,30
宿州市,晋城市,30
临汾市,福州市,30
赣州市,北海市,30
咸宁市,景德镇市,30
广元市,黔东南苗族侗族自治州,30
周口市,广元市,30
宜春市,玉溪市,30
邵阳市,焦作市,30
黄冈市,茂名市,30
漳州市,三亚市,30
抚州市,肇庆市,30
十堰市,柳州市,30
焦作市,芜湖市,30
宜宾市,邯郸市,30
六盘水市,合肥市,30
鄂州市,嘉兴市,30
塔城地区,喀什地区,30
眉山市,红河哈尼族彝族自治州,30
延边朝鲜族自治州,盘锦市,30
宿州市,宜昌市,30
银川市,铜川市,30
菏泽市,酒泉市,30
黔西南布依族苗族自治州,三亚市,30
池州市,石家庄市,30
邢台市,吴忠市,30
巢湖市,鹰潭市,30
荆门市,商洛市,30
辽源市,阜新市,30
枣庄市,襄樊市,30
襄樊市,梅州市,30
黑河市,通辽市,30
阳泉市,沈阳市,30
遂宁市,永州市,30
安康市,青岛市,30
咸阳市,中山市,30
黄石市,淮南市,30
湘西土家族苗族自治州,黄山市,30
益阳市,青岛市,30
荆门市,天水市,30
新乡市,昌吉回族自治州,30
庆阳市,衡阳市,30
自贡市,邵阳市,30
张家界市,德阳市,30
鹰潭市,河源市,30
益阳市,揭阳市,30
三明市,江门市,30
内江市,厦门市,30
娄底市,玉溪市,30
宝鸡市,烟台市,30
渭南市,赣州市,30
双鸭山市,唐山市,30
随州市,新余市,30
忻州市,乌海市,30
孝感市,梅州市,30
安康市,黄山市,30
周口市,揭阳市,30
许昌市,湘西土家族苗族自治州,30
铁岭市,东营市,30
邵阳市,庆阳市,30
绵阳市,玉溪市,30
佛山市,文山壮族苗族自治州,29
台州市,汉中市,29
汕头市,达州市,29
无锡市,汉中市,29
常州市,黔南布依族苗族自治州,29
绍兴市,宜宾市,29
温州市,淮北市,29
昆明市,常德市,29
泉州市,昭通市,29
舟山市,亳州市,29
揭阳市,铜仁地区,29
无锡市,内江市,29
惠州市,崇左市,29
台州市,绵阳市,29
泉州市,宿州市,29
大连市,驻马店市,29
泉州市,平顶山市,29
福州市,湘西土家族苗族自治州,29
嘉兴市,黔东南苗族侗族自治州,29
苏州市,铜仁地区,29
绍兴市,襄樊市,29
天津市,莆田市,29
汕头市,株洲市,29
惠州市,三明市,29
珠海市,来宾市,29
昆明市,黄冈市,29
南京市,莆田市,29
莆田市,邵阳市,29
芜湖市,周口市,29
汕头市,信阳市,29
南通市,开封市,29
镇江市,驻马店市,29
清远市,南充市,29
西安市,宁德市,29
肇庆市,怀化市,29
常州市,荆州市,29
福州市,娄底市,29
佛山市,宁波市,29
福州市,荆门市,29
西宁市,洛阳市,29
保定市,漯河市,29
贵阳市,贵港市,29
芜湖市,商丘市,29
天津市,宝鸡市,29
漳州市,黔东南苗族侗族自治州,29
南京市,达州市,29
长治市,周口市,29
武汉市,临汾市,29
深圳市,唐山市,29
莆田市,安庆市,29
贵阳市,哈尔滨市,29
长沙市,达州市,29
合肥市,恩施土家族苗族自治州,29
北京市,鄂州市,29
厦门市,新余市,29
武汉市,宁德市,29
阳江市,怀化市,29
嘉兴市,泰安市,29
南通市,泰安市,29
长沙市,长春市,29
阿克苏地区,兰州市,29
贵阳市,十堰市,29
长春市,聊城市,29
泰州市,驻马店市,29
巢湖市,邯郸市,29
珠海市,南通市,29
南京市,邵阳市,29
广州市,鹤壁市,29
宝鸡市,巴中市,29
南昌市,聊城市,29
惠州市,景德镇市,29
南通市,咸阳市,29
长春市,济宁市,29
南宁市,保定市,29
贵阳市,洛阳市,29
威海市,洛阳市,29
苏州市,晋中市,29
昆明市,济宁市,29
石家庄市,常德市,29
漳州市,贵阳市,29
郑州市,张家口市,29
贵阳市,荆门市,29
嘉兴市,湘潭市,29
烟台市,齐齐哈尔市,29
上海市,本溪市,29
苏州市,惠州市,29
江门市,福州市,29
清远市,福州市,29
柳州市,西安市,29
梅州市,常德市,29
金华市,梅州市,29
西宁市,石家庄市,29
海南省直辖县级行政单位,梧州市,29
丽水市,郑州市,29
湛江市,南阳市,29
杭州市,张家口市,29
吉林市,三亚市,29
呼和浩特市,咸阳市,29
临沂市,吉林市,29
威海市,齐齐哈尔市,29
南京市,萍乡市,29
济南市,渭南市,29
长沙市,三门峡市,29
成都市,长治市,29
石家庄市,四平市,29
金华市,铜陵市,29
盐城市,哈尔滨市,29
合肥市,绵阳市,29
果洛藏族自治州,甘孜藏族自治州,29
肇庆市,泉州市,29
上海市,河南省直辖县级行政单位,29
济宁市,温州市,29
青岛市,榆林市,29
昆明市,汉中市,29
廊坊市,银川市,29
石家庄市,营口市,29
汉中市,南昌市,29
海南省直辖县级行政单位,防城港市,29
上海市,新疆维吾尔自治区直辖县级行政单位,29
文山壮族苗族自治州,娄底市,29
廊坊市,延边朝鲜族自治州,29
太原市,乌鲁木齐市,29
长沙市,西宁市,29
济南市,四平市,29
张家口市,新乡市,29
淮安市,新乡市,29
桂林市,南通市,29
湛江市,襄樊市,29
温州市,泰安市,29
南昌市,宿迁市,29
绵阳市,南昌市,29
盐城市,邢台市,29
张家口市,哈尔滨市,29
临沂市,齐齐哈尔市,29
洛阳市,广元市,29
海口市,贺州市,29
三亚市,徐州市,29
扬州市,安阳市,29
潍坊市,六安市,29
长沙市,宣城市,29
三亚市,株洲市,29
阳江市,邵阳市,29
广州市,秦皇岛市,29
洛阳市,泉州市,29
三亚市,柳州市,29
红河哈尼族彝族自治州,乐山市,29
沈阳市,洛阳市,29
南京市,丽江市,29
漳州市,株洲市,29
湛江市,株洲市,29
南通市,桂林市,29
晋城市,邢台市,29
巴彦淖尔市,平凉市,29
镇江市,哈尔滨市,29
马鞍山市,南昌市,29
保定市,衡阳市,29
柳州市,孝感市,29
平顶山市,榆林市,29
咸阳市,海口市,29
云浮市,荆州市,29
南昌市,唐山市,29
河池市,福州市,29
菏泽市,湖北省直辖县级行政单位,29
汉中市,周口市,29
鞍山市,三亚市,29
武汉市,安顺市,29
十堰市,汕头市,29
三门峡市,福州市,29
安顺市,西安市,29
淮南市,枣庄市,29
台州市,海南省直辖县级行政单位,29
阳江市,湘西土家族苗族自治州,29
滁州市,宜昌市,29
镇江市,石家庄市,29
昆明市,湖州市,29
咸阳市,桂林市,29
香港特别行政区,大连市,29
海东地区,咸阳市,29
西安市,黔东南苗族侗族自治州,29
日照市,太原市,29
北京市,百色市,29
兰州市,德阳市,29
深圳市,舟山市,29
葫芦岛市,临沂市,29
晋中市,扬州市,29
株洲市,南平市,29
淮安市,沈阳市,29
日喀则地区,林芝地区,29
扬州市,太原市,29
海南省直辖县级行政单位,聊城市,29
济南市,香港特别行政区,29
郴州市,驻马店市,29
郑州市,柳州市,29
张家口市,朝阳市,29
铜川市,南阳市,29
焦作市,泰安市,29
中山市,乌鲁木齐市,29
太原市,宿迁市,29
重庆市,中卫市,29
哈尔滨市,湛江市,29
曲靖市,常德市,29
株洲市,海南省直辖县级行政单位,29
湖州市,潍坊市,29
安顺市,南昌市,29
揭阳市,金华市,29
盘锦市,白城市,29
株洲市,阜阳市,29
威海市,白山市,29
襄樊市,濮阳市,29
邯郸市,广元市,29
柳州市,金华市,29
潍坊市,宣城市,29
张家口市,周口市,29
舟山市,西安市,29
许昌市,沧州市,29
兰州市,北海市,29
连云港市,平顶山市,29
泰州市,荆门市,29
娄底市,驻马店市,29
莆田市,济南市,29
渭南市,聊城市,29
秦皇岛市,合肥市,29
桂林市,广安市,29
绵阳市,南宁市,29
厦门市,三门峡市,29
酒泉市,郑州市,29
黔西南布依族苗族自治州,眉山市,29
绵阳市,沈阳市,29
河源市,成都市,29
河源市,贵阳市,29
太原市,连云港市,29
玉溪市,资阳市,29
雅安市,苏州市,29
大庆市,保定市,29
三明市,株洲市,29
曲靖市,遂宁市,29
滨州市,锦州市,29
阿拉善盟,哈密地区,29
铜仁地区,自贡市,29
茂名市,红河哈尼族彝族自治州,29
莱芜市,郑州市,29
德阳市,南阳市,29
哈尔滨市,兰州市,29
运城市,哈尔滨市,29
宜春市,连云港市,29
舟山市,池州市,29
滨州市,长治市,29
濮阳市,温州市,29
龙岩市,台州市,29
齐齐哈尔市,济宁市,29
临汾市,广元市,29
咸宁市,南充市,29
葫芦岛市,辽源市,29
周口市,三亚市,29
黔南布依族苗族自治州,龙岩市,29
晋城市,成都市,29
邢台市,岳阳市,29
十堰市,亳州市,29
宜宾市,渭南市,29
文山壮族苗族自治州,株洲市,29
聊城市,贵阳市,29
上饶市,安顺市,29
上饶市,六盘水市,29
黔东南苗族侗族自治州,巢湖市,29
遵义市,六安市,29
商丘市,永州市,29
新乡市,呼和浩特市,29
南平市,信阳市,29
上饶市,鄂州市,29
汉中市,自贡市,29
天津市,西双版纳傣族自治州,29
惠州市,嘉兴市,29
黄冈市,广安市,29
三门峡市,宜昌市,29
濮阳市,呼和浩特市,29
衡水市,鞍山市,29
滁州市,南平市,29
荆州市,济宁市,29
合肥市,丽江市,29
大理白族自治州,温州市,29
德阳市,乌鲁木齐市,29
兴安盟,葫芦岛市,29
宿州市,孝感市,29
达州市,阿坝藏族羌族自治州,29
菏泽市,赤峰市,29
九江市,河池市,29
孝感市,三亚市,29
宿迁市,焦作市,29
郴州市,文山壮族苗族自治州,29
淮南市,景德镇市,29
许昌市,汕头市,29
梅州市,贵阳市,29
铁岭市,成都市,29
铁岭市,双鸭山市,29
四平市,鸡西市,29
酒泉市,新疆维吾尔自治区直辖县级行政单位,29
湖北省直辖县级行政单位,漯河市,29
烟台市,银川市,29
徐州市,河南省直辖县级行政单位,29
湘西土家族苗族自治州,焦作市,29
淮南市,洛阳市,29
晋中市,大连市,29
天水市,驻马店市,29
宣城市,常德市,29
宜宾市,保定市,29
通化市,成都市,29
茂名市,黔西南布依族苗族自治州,29
安庆市,安康市,29
阜阳市,三亚市,29
菏泽市,达州市,29
湖北省直辖县级行政单位,遵义市,29
漯河市,荆门市,29
鞍山市,无锡市,29
葫芦岛市,呼伦贝尔市,29
宿迁市,三门峡市,29
景德镇市,宜昌市,29
岳阳市,泰州市,29
毕节地区,宣城市,29
阜阳市,葫芦岛市,29
乌海市,成都市,29
齐齐哈尔市,徐州市,29
德州市,盘锦市,29
邵阳市,三亚市,29
邵阳市,普洱市,29
三明市,新余市,29
资阳市,怀化市,29
抚州市,济南市,29
岳阳市,宿州市,29
三门峡市,临沂市,29
三门峡市,南昌市,29
毕节地区,贵港市,29
宝鸡市,温州市,29
秦皇岛市,桂林市,29
桂林市,湖州市,29
阜阳市,湘西土家族苗族自治州,29
攀枝花市,上海市,29
德阳市,天津市,29
宿州市,漯河市,29
宿州市,黄石市,29
聊城市,芜湖市,29
咸宁市,广安市,29
安康市,金华市,29
南充市,新乡市,29
黄冈市,毕节地区,29
张家口市,无锡市,29
陇南市,伊犁哈萨克自治州,29
三明市,天津市,29
滨州市,福州市,29
滨州市,海南省直辖县级行政单位,29
毕节地区,雅安市,29
天水市,海西蒙古族藏族自治州,29
宣城市,佛山市,29
宜宾市,天津市,29
文山壮族苗族自治州,南京市,29
新余市,绍兴市,29
新乡市,中山市,29
河池市,汕尾市,29
珠海市,运城市,29
双鸭山市,秦皇岛市,29
临汾市,银川市,29
张家界市,漯河市,29
梧州市,九江市,29
南充市,上饶市,29
南充市,许昌市,29
南充市,三亚市,29
济宁市,大庆市,29
邵阳市,临沧市,29
临沂市,惠州市,29
株洲市,扬州市,29
平顶山市,怀化市,29
百色市,梅州市,29
宝鸡市,随州市,29
长沙市,防城港市,29
河南省直辖县级行政单位,深圳市,29
张掖市,塔城地区,29
达州市,龙岩市,29
赣州市,廊坊市,29
汉中市,绍兴市,29
贵港市,红河哈尼族彝族自治州,29
广元市,孝感市,29
鞍山市,包头市,29
赤峰市,威海市,29
香港特别行政区,扬州市,29
晋中市,东营市,29
娄底市,景德镇市,29
河源市,杭州市,29
天水市,昆明市,29
莆田市,兰州市,29
宜宾市,贵港市,29
抚顺市,潍坊市,29
临夏回族自治州,苏州市,29
沧州市,南宁市,29
鄂州市,天津市,29
武威市,武汉市,29
大庆市,辽源市,29
牡丹江市,白城市,29
萍乡市,揭阳市,29
黔西南布依族苗族自治州,清远市,29
运城市,宜昌市,29
济宁市,承德市,29
营口市,盐城市,29
广安市,宜春市,29
绵阳市,哈密地区,29
娄底市,贵港市,29
开封市,张家口市,29
天水市,延安市,29
渭南市,芜湖市,29
许昌市,宣城市,29
河南省直辖县级行政单位,南京市,29
眉山市,西双版纳傣族自治州,29
铁岭市,重庆市,29
恩施土家族苗族自治州,湖州市,29
咸宁市,海口市,29
菏泽市,哈密地区,29
漯河市,贵阳市,29
黔东南苗族侗族自治州,韶关市,29
广元市,武威市,29
赤峰市,广州市,29
资阳市,肇庆市,29
朔州市,广州市,29
辽源市,保定市,29
文山壮族苗族自治州,衢州市,29
通化市,淄博市,29
楚雄彝族自治州,苏州市,29
吉林市,东莞市,29
松原市,武汉市,29
怀化市,六安市,29
平凉市,哈密地区,29
汉中市,海口市,29
泸州市,温州市,29
遂宁市,大理白族自治州,29
南充市,红河哈尼族彝族自治州,29
商洛市,许昌市,29
泰州市,佛山市,29
安顺市,赣州市,29
内江市,襄樊市,29
铜川市,临汾市,29
铜仁地区,巢湖市,29
太原市,张家界市,29
渭南市,中卫市,29
商丘市,定西市,29
河池市,黄冈市,29
重庆市,迪庆藏族自治州,29
安庆市,安顺市,29
阜阳市,吉林市,29
恩施土家族苗族自治州,南平市,29
宿州市,银川市,29
宿州市,漳州市,29
平凉市,济南市,29
湖北省直辖县级行政单位,烟台市,29
梧州市,黔西南布依族苗族自治州,29
南充市,贵港市,29
商洛市,常德市,29
丹东市,郑州市,29
淮南市,衢州市,29
广安市,南平市,29
本溪市,保定市,29
天水市,温州市,29
文山壮族苗族自治州,汕头市,29
通化市,承德市,29
衡阳市,红河哈尼族彝族自治州,29
荆州市,阳江市,29
蚌埠市,舟山市,29
铁岭市,烟台市,29
伊春市,锦州市,29
黔西南布依族苗族自治州,防城港市,29
安顺市,肇庆市,29
衡水市,滁州市,29
商丘市,呼和浩特市,29
河南省直辖县级行政单位,咸阳市,29
自贡市,海口市,29
延边朝鲜族自治州,阜新市,29
怀化市,绵阳市,29
咸宁市,龙岩市,29
漯河市,天水市,29
晋城市,烟台市,29
安阳市,惠州市,29
铜川市,鄂尔多斯市,29
本溪市,厦门市,29
岳阳市,百色市,29
毕节地区,镇江市,29
宁德市,香港特别行政区,29
亳州市,珠海市,29
楚雄彝族自治州,厦门市,29
大同市,东营市,29
漯河市,丽水市,29
南充市,玉溪市,29
安阳市,张家界市,29
淮南市,三明市,29
随州市,黄山市,29
鹤壁市,东营市,29
广元市,随州市,29
广安市,酒泉市,29
贺州市,宁波市,29
陇南市,宁波市,29
荆门市,河源市,29
咸宁市,舟山市,29
苏州市,鹤壁市,28
金华市,襄樊市,28
苏州市,黔东南苗族侗族自治州,28
惠州市,来宾市,28
莆田市,达州市,28
宁波市,常德市,28
嘉兴市,遵义市,28
潮州市,阜阳市,28
绍兴市,孝感市,28
江门市,宜宾市,28
太原市,阜阳市,28
苏州市,商洛市,28
潮州市,桂林市,28
无锡市,德阳市,28
无锡市,莆田市,28
潮州市,郴州市,28
天津市,汉中市,28
银川市,徐州市,28
嘉兴市,株洲市,28
福州市,德阳市,28
柳州市,泉州市,28
台州市,岳阳市,28
廊坊市,安康市,28
泉州市,曲靖市,28
合肥市,太原市,28
天津市,漯河市,28
昆明市,徐州市,28
南宁市,抚州市,28
上海市,阳泉市,28
青岛市,吕梁市,28
北京市,昭通市,28
长沙市,南充市,28
长沙市,亳州市,28
天津市,鸡西市,28
上海市,四平市,28
南宁市,信阳市,28
南通市,十堰市,28
太原市,济宁市,28
合肥市,潍坊市,28
长治市,济宁市,28
郑州市,三明市,28
泉州市,滁州市,28
湖州市,泉州市,28
北京市,临夏回族自治州,28
海南省直辖县级行政单位,宜春市,28
天津市,邵阳市,28
广州市,淮安市,28
上海市,玉林市,28
合肥市,湖北省直辖县级行政单位,28
北京市,巴音郭楞蒙古自治州,28
南京市,随州市,28
杭州市,鞍山市,28
上海市,榆林市,28
汕尾市,永州市,28
昆明市,长春市,28
中山市,杭州市,28
荆门市,阳泉市,28
西安市,赣州市,28
泉州市,临沂市,28
天津市,镇江市,28
安顺市,荆州市,28
武汉市,遂宁市,28
南宁市,无锡市,28
郴州市,南阳市,28
朔州市,邯郸市,28
石家庄市,莱芜市,28
乌海市,武威市,28
扬州市,咸宁市,28
广州市,齐齐哈尔市,28
清远市,萍乡市,28
潍坊市,长治市,28
南宁市,乐山市,28
西安市,漳州市,28
南宁市,常州市,28
扬州市,泉州市,28
烟台市,四平市,28
烟台市,呼伦贝尔市,28
北海市,长春市,28
宁波市,日照市,28
海口市,香港特别行政区,28
惠州市,鄂州市,28
杭州市,清远市,28
肇庆市,福州市,28
曲靖市,衡阳市,28
北京市,拉萨市,28
酒泉市,中卫市,28
扬州市,聊城市,28
唐山市,牡丹江市,28
中山市,苏州市,28
金华市,廊坊市,28
天津市,北海市,28
南京市,营口市,28
淮安市,焦作市,28
